r_Cl_64micl g_Cl_64micl r_Cl_32micl g_Cl_32micl r_Cl_16micl g_Cl_16micl r_Cl_8micl g_Cl_8micl r_CsPbBr2_10m g_CsPbBr2_10m r_I_8micl g_I_8micl r_I_16micl g_I_16micl r_I_32micl g_I_32micl r_I_64micl g_I_64micl
6.55400000e+01 -8.01848000e-03 6.55400000e+01 -3.75705000e-03 6.55400000e+01 -1.64811000e-02 6.55400000e+01 -2.44412000e-02 6.55400000e+01 -1.55938000e-02 6.55400000e+01 -4.52800000e-03 6.55400000e+01 -9.08554000e-05 6.55400000e+01 1.18633000e-04 6.55400000e+01 -4.37923000e-03
6.55500000e+01 -7.76387000e-03 6.55500000e+01 -5.13442000e-03 6.55500000e+01 -1.62868000e-02 6.55500000e+01 -2.41241000e-02 6.55500000e+01 -1.56886000e-02 6.55500000e+01 -3.13913000e-03 6.55500000e+01 1.61244000e-03 6.55500000e+01 8.97667000e-04 6.55500000e+01 -3.79203000e-03
6.55600000e+01 -7.10252000e-03 6.55600000e+01 -6.35779000e-03 6.55600000e+01 -1.59896000e-02 6.55600000e+01 -2.37227000e-02 6.55600000e+01 -1.57075000e-02 6.55600000e+01 -1.57891000e-03 6.55600000e+01 3.40307000e-03 6.55600000e+01 1.68909000e-03 6.55600000e+01 -3.07060000e-03
6.55700000e+01 -6.05307000e-03 6.55700000e+01 -7.38860000e-03 6.55700000e+01 -1.55902000e-02 6.55700000e+01 -2.32417000e-02 6.55700000e+01 -1.56633000e-02 6.55700000e+01 1.02213000e-04 6.55700000e+01 5.23378000e-03 6.55700000e+01 2.47394000e-03 6.55700000e+01 -2.23415000e-03
6.55800000e+01 -4.64094000e-03 6.55800000e+01 -8.19192000e-03 6.55800000e+01 -1.50912000e-02 6.55800000e+01 -2.26864000e-02 6.55800000e+01 -1.55696000e-02 6.55800000e+01 1.85043000e-03 6.55800000e+01 7.05567000e-03 6.55800000e+01 3.23308000e-03 6.55800000e+01 -1.30382000e-03
6.55900000e+01 -2.90657000e-03 6.55900000e+01 -8.74271000e-03 6.55900000e+01 -1.44992000e-02 6.55900000e+01 -2.20648000e-02 6.55900000e+01 -1.54419000e-02 6.55900000e+01 3.60805000e-03 6.55900000e+01 8.81941000e-03 6.55900000e+01 3.94819000e-03 6.55900000e+01 -3.04556000e-04
6.56000000e+01 -9.00431000e-04 6.56000000e+01 -9.02648000e-03 6.56000000e+01 -1.38243000e-02 6.56000000e+01 -2.13863000e-02 6.56000000e+01 -1.52960000e-02 6.56000000e+01 5.31818000e-03 6.56000000e+01 1.04789000e-02 6.56000000e+01 4.60307000e-03 6.56000000e+01 7.37275000e-04
6.56100000e+01 1.32329000e-03 6.56100000e+01 -9.03496000e-03 6.56100000e+01 -1.30777000e-02 6.56100000e+01 -2.06608000e-02 6.56100000e+01 -1.51471000e-02 6.56100000e+01 6.92576000e-03 6.56100000e+01 1.19910000e-02 6.56100000e+01 5.18306000e-03 6.56100000e+01 1.79541000e-03
6.56200000e+01 3.70493000e-03 6.56200000e+01 -8.76826000e-03 6.56200000e+01 -1.22726000e-02 6.56200000e+01 -1.98988000e-02 6.56200000e+01 -1.50099000e-02 6.56200000e+01 8.37841000e-03 6.56200000e+01 1.33164000e-02 6.56200000e+01 5.67563000e-03 6.56200000e+01 2.84351000e-03
6.56300000e+01 6.18097000e-03 6.56300000e+01 -8.23472000e-03 6.56300000e+01 -1.14237000e-02 6.56300000e+01 -1.91112000e-02 6.56300000e+01 -1.48982000e-02 6.56300000e+01 9.62791000e-03 6.56300000e+01 1.44211000e-02 6.56300000e+01 6.07078000e-03 6.56300000e+01 3.85586000e-03
6.56400000e+01 8.68571000e-03 6.56400000e+01 -7.45057000e-03 6.56400000e+01 -1.05469000e-02 6.56400000e+01 -1.83092000e-02 6.56400000e+01 -1.48245000e-02 6.56400000e+01 1.06314000e-02 6.56400000e+01 1.52769000e-02 6.56400000e+01 6.36121000e-03 6.56400000e+01 4.80798000e-03
6.56500000e+01 1.11531000e-02 6.56500000e+01 -6.43925000e-03 6.56500000e+01 -9.65857000e-03 6.56500000e+01 -1.75037000e-02 6.56500000e+01 -1.47993000e-02 6.56500000e+01 1.13528000e-02 6.56500000e+01 1.58625000e-02 6.56500000e+01 6.54253000e-03 6.56500000e+01 5.67727000e-03
6.56600000e+01 1.35184000e-02 6.56600000e+01 -5.23064000e-03 6.56600000e+01 -8.77538000e-03 6.56600000e+01 -1.67056000e-02 6.56600000e+01 -1.48316000e-02 6.56600000e+01 1.17634000e-02 6.56600000e+01 1.61636000e-02 6.56600000e+01 6.61335000e-03 6.56600000e+01 6.44350000e-03
6.56700000e+01 1.57199000e-02 6.56700000e+01 -3.86001000e-03 6.56700000e+01 -7.91358000e-03 6.56700000e+01 -1.59245000e-02 6.56700000e+01 -1.49275000e-02 6.56700000e+01 1.18428000e-02 6.56700000e+01 1.61735000e-02 6.56700000e+01 6.57529000e-03 6.56700000e+01 7.08934000e-03
6.56800000e+01 1.77007000e-02 6.56800000e+01 -2.36688000e-03 6.56800000e+01 -7.08861000e-03 6.56800000e+01 -1.51697000e-02 6.56800000e+01 -1.50913000e-02 6.56800000e+01 1.15799000e-02 6.56800000e+01 1.58932000e-02 6.56800000e+01 6.43289000e-03 6.56800000e+01 7.60075000e-03
6.56900000e+01 1.94101000e-02 6.56900000e+01 -7.93716000e-04 6.56900000e+01 -6.31464000e-03 6.56900000e+01 -1.44490000e-02 6.56900000e+01 -1.53243000e-02 6.56900000e+01 1.09723000e-02 6.56900000e+01 1.53312000e-02 6.56900000e+01 6.19346000e-03 6.56900000e+01 7.96726000e-03
6.57000000e+01 2.08047000e-02 6.57000000e+01 8.15403000e-04 6.57000000e+01 -5.60414000e-03 6.57000000e+01 -1.37688000e-02 6.57000000e+01 -1.56253000e-02 6.57000000e+01 1.00272000e-02 6.57000000e+01 1.45035000e-02 6.57000000e+01 5.86686000e-03 6.57000000e+01 8.18221000e-03
6.57100000e+01 2.18498000e-02 6.57100000e+01 2.41617000e-03 6.57100000e+01 -4.96753000e-03 6.57100000e+01 -1.31343000e-02 6.57100000e+01 -1.59907000e-02 6.57100000e+01 8.76076000e-03 6.57100000e+01 1.34326000e-02 6.57100000e+01 5.46518000e-03 6.57100000e+01 8.24281000e-03
6.57200000e+01 2.25129000e-02 6.57200000e+01 3.96360000e-03 6.57200000e+01 -4.41451000e-03 6.57200000e+01 -1.25497000e-02 6.57200000e+01 -1.64154000e-02 6.57200000e+01 7.19285000e-03 6.57200000e+01 1.21443000e-02 6.57200000e+01 5.00159000e-03 6.57200000e+01 8.14744000e-03
6.57300000e+01 2.27865000e-02 6.57300000e+01 5.41745000e-03 6.57300000e+01 -3.94886000e-03 6.57300000e+01 -1.20158000e-02 6.57300000e+01 -1.68894000e-02 6.57300000e+01 5.36316000e-03 6.57300000e+01 1.06777000e-02 6.57300000e+01 4.49313000e-03 6.57300000e+01 7.90442000e-03
6.57400000e+01 2.26667000e-02 6.57400000e+01 6.74115000e-03 6.57400000e+01 -3.57299000e-03 6.57400000e+01 -1.15323000e-02 6.57400000e+01 -1.74024000e-02 6.57400000e+01 3.31210000e-03 6.57400000e+01 9.07198000e-03 6.57400000e+01 3.95638000e-03 6.57400000e+01 7.52269000e-03
6.57500000e+01 2.21603000e-02 6.57500000e+01 7.90306000e-03 6.57500000e+01 -3.28646000e-03 6.57500000e+01 -1.10975000e-02 6.57500000e+01 -1.79421000e-02 6.57500000e+01 1.08604000e-03 6.57500000e+01 7.36925000e-03 6.57500000e+01 3.40845000e-03 6.57500000e+01 7.01452000e-03
6.57600000e+01 2.12845000e-02 6.57600000e+01 8.87740000e-03 6.57600000e+01 -3.08596000e-03 6.57600000e+01 -1.07077000e-02 6.57600000e+01 -1.84950000e-02 6.57600000e+01 -1.26392000e-03 6.57600000e+01 5.61386000e-03 6.57600000e+01 2.86652000e-03 6.57600000e+01 6.39522000e-03
6.57700000e+01 2.00662000e-02 6.57700000e+01 9.64492000e-03 6.57700000e+01 -2.96544000e-03 6.57700000e+01 -1.03581000e-02 6.57700000e+01 -1.90466000e-02 6.57700000e+01 -3.68334000e-03 6.57700000e+01 3.85107000e-03 6.57700000e+01 2.34733000e-03 6.57700000e+01 5.68262000e-03
6.57800000e+01 1.85412000e-02 6.57800000e+01 1.01935000e-02 6.57800000e+01 -2.91627000e-03 6.57800000e+01 -1.00422000e-02 6.57800000e+01 -1.95819000e-02 6.57800000e+01 -6.11582000e-03 6.57800000e+01 2.12582000e-03 6.57800000e+01 1.86677000e-03 6.57800000e+01 4.89664000e-03
6.57900000e+01 1.67536000e-02 6.57900000e+01 1.05182000e-02 6.57900000e+01 -2.92748000e-03 6.57900000e+01 -9.75254000e-03 6.57900000e+01 -2.00856000e-02 6.57900000e+01 -8.50457000e-03 6.57900000e+01 4.81588000e-04 6.57900000e+01 1.43943000e-03 6.57900000e+01 4.05873000e-03
6.58000000e+01 1.47543000e-02 6.58000000e+01 1.06218000e-02 6.58000000e+01 -2.98612000e-03 6.58000000e+01 -9.48068000e-03 6.58000000e+01 -2.05430000e-02 6.58000000e+01 -1.07939000e-02 6.58000000e+01 -1.04080000e-03 6.58000000e+01 1.07819000e-03 6.58000000e+01 3.19129000e-03
6.58100000e+01 1.25995000e-02 6.58100000e+01 1.05139000e-02 6.58100000e+01 -3.07764000e-03 6.58100000e+01 -9.21752000e-03 6.58100000e+01 -2.09397000e-02 6.58100000e+01 -1.29305000e-02 6.58100000e+01 -2.40421000e-03 6.58100000e+01 7.93889000e-04 6.58100000e+01 2.31708000e-03
6.58200000e+01 1.03496000e-02 6.58200000e+01 1.02111000e-02 6.58200000e+01 -3.18631000e-03 6.58200000e+01 -8.95358000e-03 6.58200000e+01 -2.12628000e-02 6.58200000e+01 -1.48651000e-02 6.58200000e+01 -3.57615000e-03 6.58200000e+01 5.95061000e-04 6.58200000e+01 1.45868000e-03
6.58300000e+01 8.06697000e-03 6.58300000e+01 9.73607000e-03 6.58300000e+01 -3.29573000e-03 6.58300000e+01 -8.67924000e-03 6.58300000e+01 -2.15004000e-02 6.58300000e+01 -1.65538000e-02 6.58300000e+01 -4.52965000e-03 6.58300000e+01 4.87687000e-04 6.58300000e+01 6.37855000e-04
6.58400000e+01 5.81503000e-03 6.58400000e+01 9.11665000e-03 6.58400000e+01 -3.38927000e-03 6.58400000e+01 -8.38512000e-03 6.58400000e+01 -2.16427000e-02 6.58400000e+01 -1.79587000e-02 6.58400000e+01 -5.24385000e-03 6.58400000e+01 4.75066000e-04 6.58400000e+01 -1.24950000e-04
6.58500000e+01 3.65752000e-03 6.58500000e+01 8.38433000e-03 6.58500000e+01 -3.45018000e-03 6.58500000e+01 -8.06188000e-03 6.58500000e+01 -2.16806000e-02 6.58500000e+01 -1.90461000e-02 6.58500000e+01 -5.70197000e-03 6.58500000e+01 5.58668000e-04 6.58500000e+01 -8.10188000e-04
6.58600000e+01 1.65574000e-03 6.58600000e+01 7.57562000e-03 6.58600000e+01 -3.46258000e-03 6.58600000e+01 -7.70113000e-03 6.58600000e+01 -2.16081000e-02 6.58600000e+01 -1.97933000e-02 6.58600000e+01 -5.89685000e-03 6.58600000e+01 7.36097000e-04 6.58600000e+01 -1.40113000e-03
6.58700000e+01 -1.36244000e-04 6.58700000e+01 6.72897000e-03 6.58700000e+01 -3.41275000e-03 6.58700000e+01 -7.29603000e-03 6.58700000e+01 -2.14230000e-02 6.58700000e+01 -2.01904000e-02 6.58700000e+01 -5.83139000e-03 6.58700000e+01 1.00133000e-03 6.58700000e+01 -1.88509000e-03
6.58800000e+01 -1.66919000e-03 6.58800000e+01 5.88221000e-03 6.58800000e+01 -3.28848000e-03 6.58800000e+01 -6.84072000e-03 6.58800000e+01 -2.11244000e-02 6.58800000e+01 -2.02332000e-02 6.58800000e+01 -5.51302000e-03 6.58800000e+01 1.34678000e-03 6.58800000e+01 -2.25163000e-03
6.58900000e+01 -2.90093000e-03 6.58900000e+01 5.07244000e-03 6.58900000e+01 -3.07974000e-03 6.58900000e+01 -6.33076000e-03 6.58900000e+01 -2.07136000e-02 6.58900000e+01 -1.99267000e-02 6.58900000e+01 -4.95593000e-03 6.58900000e+01 1.76255000e-03 6.58900000e+01 -2.49355000e-03
6.59000000e+01 -3.79736000e-03 6.59000000e+01 4.33468000e-03 6.59000000e+01 -2.77905000e-03 6.59000000e+01 -5.76330000e-03 6.59000000e+01 -2.01945000e-02 6.59000000e+01 -1.92847000e-02 6.59000000e+01 -4.18064000e-03 6.59000000e+01 2.23673000e-03 6.59000000e+01 -2.60703000e-03
6.59100000e+01 -4.33337000e-03 6.59100000e+01 3.70081000e-03 6.59100000e+01 -2.38175000e-03 6.59100000e+01 -5.13720000e-03 6.59100000e+01 -1.95730000e-02 6.59100000e+01 -1.83294000e-02 6.59100000e+01 -3.21337000e-03 6.59100000e+01 2.75574000e-03 6.59100000e+01 -2.59165000e-03
6.59200000e+01 -4.49337000e-03 6.59200000e+01 3.19839000e-03 6.59200000e+01 -1.88614000e-03 6.59200000e+01 -4.45304000e-03 6.59200000e+01 -1.88570000e-02 6.59200000e+01 -1.70910000e-02 6.59200000e+01 -2.08534000e-03 6.59200000e+01 3.30468000e-03 6.59200000e+01 -2.45042000e-03
6.59300000e+01 -4.27171000e-03 6.59300000e+01 2.84983000e-03 6.59300000e+01 -1.29365000e-03 6.59300000e+01 -3.71320000e-03 6.59300000e+01 -1.80562000e-02 6.59300000e+01 -1.56065000e-02 6.59300000e+01 -8.31814000e-04 6.59300000e+01 3.86775000e-03 6.59300000e+01 -2.18961000e-03
6.59400000e+01 -3.67269000e-03 6.59400000e+01 2.67161000e-03 6.59400000e+01 -6.08774000e-04 6.59400000e+01 -2.92176000e-03 6.59400000e+01 -1.71817000e-02 6.59400000e+01 -1.39189000e-02 6.59400000e+01 5.08819000e-04 6.59400000e+01 4.42867000e-03 6.59400000e+01 -1.81855000e-03
6.59500000e+01 -2.71042000e-03 6.59500000e+01 2.67373000e-03 6.59500000e+01 1.60929000e-04 6.59500000e+01 -2.08447000e-03 6.59500000e+01 -1.62457000e-02 6.59500000e+01 -1.20760000e-02 6.59500000e+01 1.89613000e-03 6.59500000e+01 4.97113000e-03 6.59500000e+01 -1.34938000e-03
6.59600000e+01 -1.40838000e-03 6.59600000e+01 2.85946000e-03 6.59600000e+01 1.00506000e-03 6.59600000e+01 -1.20857000e-03 6.59600000e+01 -1.52613000e-02 6.59600000e+01 -1.01293000e-02 6.59600000e+01 3.28876000e-03 6.59600000e+01 5.47921000e-03 6.59600000e+01 -7.96682000e-04
6.59700000e+01 2.01283000e-04 6.59700000e+01 3.22517000e-03 6.59700000e+01 1.91062000e-03 6.59700000e+01 -3.02655000e-04 6.59700000e+01 -1.42420000e-02 6.59700000e+01 -8.13239000e-03 6.59700000e+01 4.64549000e-03 6.59700000e+01 5.93782000e-03 6.59700000e+01 -1.77090000e-04
6.59800000e+01 2.07868000e-03 6.59800000e+01 3.76053000e-03 6.59800000e+01 2.86231000e-03 6.59800000e+01 6.23562000e-04 6.59800000e+01 -1.32014000e-02 6.59800000e+01 -6.13952000e-03 6.59800000e+01 5.92640000e-03 6.59800000e+01 6.33306000e-03 6.59800000e+01 4.91165000e-04
6.59900000e+01 4.18050000e-03 6.59900000e+01 4.45142000e-03 6.59900000e+01 3.84317000e-03 6.59900000e+01 1.55943000e-03 6.59900000e+01 -1.21528000e-02 6.59900000e+01 -4.20661000e-03 6.59900000e+01 7.09095000e-03 6.59900000e+01 6.65092000e-03 6.59900000e+01 1.18890000e-03
6.60000000e+01 6.44931000e-03 6.60000000e+01 5.27179000e-03 6.60000000e+01 4.83364000e-03 6.60000000e+01 2.49329000e-03 6.60000000e+01 -1.11093000e-02 6.60000000e+01 -2.38509000e-03 6.60000000e+01 8.10651000e-03 6.60000000e+01 6.88232000e-03 6.60000000e+01 1.89517000e-03
6.60100000e+01 8.82901000e-03 6.60100000e+01 6.19397000e-03 6.60100000e+01 5.81420000e-03 6.60100000e+01 3.41359000e-03 6.60100000e+01 -1.00827000e-02 6.60100000e+01 -7.22905000e-04 6.60100000e+01 8.94338000e-03 6.60100000e+01 7.01918000e-03 6.60100000e+01 2.58996000e-03
6.60200000e+01 1.12612000e-02 6.60200000e+01 7.18644000e-03 6.60200000e+01 6.76505000e-03 6.60200000e+01 4.30876000e-03 6.60200000e+01 -9.08325000e-03 6.60200000e+01 7.36723000e-04 6.60200000e+01 9.57682000e-03 6.60200000e+01 7.05580000e-03 6.60200000e+01 3.25374000e-03
6.60300000e+01 1.36869000e-02 6.60300000e+01 8.21490000e-03 6.60300000e+01 7.66660000e-03 6.60300000e+01 5.16755000e-03 6.60300000e+01 -8.12010000e-03 6.60300000e+01 1.95634000e-03 6.60300000e+01 9.98778000e-03 6.60300000e+01 6.98897000e-03 6.60300000e+01 3.86793000e-03
6.60400000e+01 1.60478000e-02 6.60400000e+01 9.24350000e-03 6.60400000e+01 8.50007000e-03 6.60400000e+01 5.97926000e-03 6.60400000e+01 -7.20063000e-03 6.60400000e+01 2.90518000e-03 6.60400000e+01 1.01633000e-02 6.60400000e+01 6.81809000e-03 6.60400000e+01 4.41540000e-03
6.60500000e+01 1.82878000e-02 6.60500000e+01 1.02360000e-02 6.60500000e+01 9.24802000e-03 6.60500000e+01 6.73408000e-03 6.60500000e+01 -6.33049000e-03 6.60500000e+01 3.55996000e-03 6.60500000e+01 1.00967000e-02 6.60500000e+01 6.54515000e-03 6.60500000e+01 4.88087000e-03
6.60600000e+01 2.03548000e-02 6.60600000e+01 1.11573000e-02 6.60600000e+01 9.89484000e-03 6.60600000e+01 7.42331000e-03 6.60600000e+01 -5.51357000e-03 6.60600000e+01 3.90531000e-03 6.60600000e+01 9.78798000e-03 6.60600000e+01 6.17469000e-03 6.60600000e+01 5.25128000e-03
6.60700000e+01 2.22018000e-02 6.60700000e+01 1.19745000e-02 6.60700000e+01 1.04272000e-02 6.60700000e+01 8.03958000e-03 6.60700000e+01 -4.75195000e-03 6.60700000e+01 3.93421000e-03 6.60700000e+01 9.24350000e-03 6.60700000e+01 5.71368000e-03 6.60700000e+01 5.51616000e-03
6.60800000e+01 2.37880000e-02 6.60800000e+01 1.26578000e-02 6.60800000e+01 1.08346000e-02 6.60800000e+01 8.57707000e-03 6.60800000e+01 -4.04595000e-03 6.60800000e+01 3.64800000e-03 6.60800000e+01 8.47586000e-03 6.60800000e+01 5.17130000e-03 6.60800000e+01 5.66779000e-03
6.60900000e+01 2.50798000e-02 6.60900000e+01 1.31824000e-02 6.60900000e+01 1.11094000e-02 6.60900000e+01 9.03161000e-03 6.60900000e+01 -3.39426000e-03 6.60900000e+01 3.05627000e-03 6.60900000e+01 7.50349000e-03 6.60900000e+01 4.55872000e-03 6.60900000e+01 5.70144000e-03
6.61000000e+01 2.60519000e-02 6.61000000e+01 1.35287000e-02 6.61000000e+01 1.12474000e-02 6.61000000e+01 9.40085000e-03 6.61000000e+01 -2.79407000e-03 6.61000000e+01 2.17659000e-03 6.61000000e+01 6.35013000e-03 6.61000000e+01 3.88884000e-03 6.61000000e+01 5.61547000e-03
6.61100000e+01 2.66874000e-02 6.61100000e+01 1.36832000e-02 6.61100000e+01 1.12478000e-02 6.61100000e+01 9.68425000e-03 6.61100000e+01 -2.24127000e-03 6.61100000e+01 1.03388000e-03 6.61100000e+01 5.04413000e-03 6.61100000e+01 3.17591000e-03 6.61100000e+01 5.41130000e-03
6.61200000e+01 2.69754000e-02 6.61200000e+01 1.36376000e-02 6.61200000e+01 1.11121000e-02 6.61200000e+01 9.88238000e-03 6.61200000e+01 -1.73105000e-03 6.61200000e+01 -3.42041000e-04 6.61200000e+01 3.61690000e-03 6.61200000e+01 2.43514000e-03 6.61200000e+01 5.09244000e-03
6.61300000e+01 2.69170000e-02 6.61300000e+01 1.33922000e-02 6.61300000e+01 1.08465000e-02 6.61300000e+01 9.99837000e-03 6.61300000e+01 -1.25732000e-03 6.61300000e+01 -1.91281000e-03 6.61300000e+01 2.10459000e-03 6.61300000e+01 1.68291000e-03 6.61300000e+01 4.66642000e-03
6.61400000e+01 2.65264000e-02 6.61400000e+01 1.29572000e-02 6.61400000e+01 1.04622000e-02 6.61400000e+01 1.00381000e-02 6.61400000e+01 -8.13127000e-04 6.61400000e+01 -3.63360000e-03 6.61400000e+01 5.45697000e-04 6.61400000e+01 9.35697000e-04 6.61400000e+01 4.14472000e-03
6.61500000e+01 2.58227000e-02 6.61500000e+01 1.23477000e-02 6.61500000e+01 9.97210000e-03 6.61500000e+01 1.00080000e-02 6.61500000e+01 -3.91802000e-04 6.61500000e+01 -5.45861000e-03 6.61500000e+01 -1.02166000e-03 6.61500000e+01 2.09484000e-04 6.61500000e+01 3.54000000e-03
6.61600000e+01 2.48328000e-02 6.61600000e+01 1.15853000e-02 6.61600000e+01 9.39177000e-03 6.61600000e+01 9.91594000e-03 6.61600000e+01 1.32471000e-05 6.61600000e+01 -7.33980000e-03 6.61600000e+01 -2.55946000e-03 6.61600000e+01 -4.80310000e-04 6.61600000e+01 2.86700000e-03
6.61700000e+01 2.35904000e-02 6.61700000e+01 1.06977000e-02 6.61700000e+01 8.73919000e-03 6.61700000e+01 9.77098000e-03 6.61700000e+01 4.08241000e-04 6.61700000e+01 -9.22816000e-03 6.61700000e+01 -4.03079000e-03 6.61700000e+01 -1.11920000e-03 6.61700000e+01 2.14214000e-03
6.61800000e+01 2.21350000e-02 6.61800000e+01 9.71732000e-03 6.61800000e+01 8.03423000e-03 6.61800000e+01 9.58302000e-03 6.61800000e+01 7.98775000e-04 6.61800000e+01 -1.10750000e-02 6.61800000e+01 -5.40080000e-03 6.61800000e+01 -1.69399000e-03 6.61800000e+01 1.38313000e-03
6.61900000e+01 2.05109000e-02 6.61900000e+01 8.68092000e-03 6.61900000e+01 7.29814000e-03 6.61900000e+01 9.36262000e-03 6.61900000e+01 1.18959000e-03 6.61900000e+01 -1.28333000e-02 6.61900000e+01 -6.63753000e-03 6.61900000e+01 -2.19303000e-03 6.61900000e+01 6.08482000e-04
6.62000000e+01 1.87656000e-02 6.62000000e+01 7.62799000e-03 6.62000000e+01 6.55296000e-03 6.62000000e+01 9.12070000e-03 6.62000000e+01 1.58438000e-03 6.62000000e+01 -1.44586000e-02 6.62000000e+01 -7.71283000e-03 6.62000000e+01 -2.60653000e-03 6.62000000e+01 -1.62914000e-04
6.62100000e+01 1.69489000e-02 6.62100000e+01 6.59957000e-03 6.62100000e+01 5.82095000e-03 6.62100000e+01 8.86821000e-03 6.62100000e+01 1.98566000e-03 6.62100000e+01 -1.59106000e-02 6.62100000e+01 -8.60293000e-03 6.62100000e+01 -2.92677000e-03 6.62100000e+01 -9.12303000e-04
6.62200000e+01 1.51110000e-02 6.62200000e+01 5.63689000e-03 6.62200000e+01 5.12399000e-03 6.62200000e+01 8.61588000e-03 6.62200000e+01 2.39462000e-03 6.62200000e+01 -1.71537000e-02 6.62200000e+01 -9.28909000e-03 6.62200000e+01 -3.14822000e-03 6.62200000e+01 -1.62151000e-03
6.62300000e+01 1.33014000e-02 6.62300000e+01 4.77997000e-03 6.62300000e+01 4.48296000e-03 6.62300000e+01 8.37393000e-03 6.62300000e+01 2.81113000e-03 6.62300000e+01 -1.81581000e-02 6.62300000e+01 -9.75799000e-03 6.62300000e+01 -3.26768000e-03 6.62300000e+01 -2.27339000e-03
6.62400000e+01 1.15674000e-02 6.62400000e+01 4.06626000e-03 6.62400000e+01 3.91715000e-03 6.62400000e+01 8.15176000e-03 6.62400000e+01 3.23371000e-03 6.62400000e+01 -1.89005000e-02 6.62400000e+01 -1.00020000e-02 6.62400000e+01 -3.28433000e-03 6.62400000e+01 -2.85227000e-03
6.62500000e+01 9.95283000e-03 6.62500000e+01 3.52928000e-03 6.62500000e+01 3.44380000e-03 6.62500000e+01 7.95777000e-03 6.62500000e+01 3.65959000e-03 6.62500000e+01 -1.93643000e-02 6.62500000e+01 -1.00194000e-02 6.62500000e+01 -3.19970000e-03 6.62500000e+01 -3.34429000e-03
6.62600000e+01 8.50083000e-03 6.62600000e+01 3.20182000e-03 6.62600000e+01 3.07980000e-03 6.62600000e+01 7.79989000e-03 6.62600000e+01 4.08472000e-03 6.62600000e+01 -1.95350000e-02 6.62600000e+01 -9.81022000e-03 6.62600000e+01 -3.01590000e-03 6.62600000e+01 -3.73576000e-03
6.62700000e+01 7.24275000e-03 6.62700000e+01 3.10273000e-03 6.62700000e+01 2.83504000e-03 6.62700000e+01 7.68330000e-03 6.62700000e+01 4.50399000e-03 6.62700000e+01 -1.94159000e-02 6.62700000e+01 -9.38845000e-03 6.62700000e+01 -2.74089000e-03 6.62700000e+01 -4.01913000e-03
6.62800000e+01 6.20528000e-03 6.62800000e+01 3.24661000e-03 6.62800000e+01 2.71754000e-03 6.62800000e+01 7.61206000e-03 6.62800000e+01 4.91155000e-03 6.62800000e+01 -1.90134000e-02 6.62800000e+01 -8.76963000e-03 6.62800000e+01 -2.38289000e-03 6.62800000e+01 -4.18817000e-03
6.62900000e+01 5.40817000e-03 6.62900000e+01 3.64058000e-03 6.62900000e+01 2.73188000e-03 6.62900000e+01 7.58864000e-03 6.62900000e+01 5.30097000e-03 6.62900000e+01 -1.83403000e-02 6.62900000e+01 -7.97380000e-03 6.62900000e+01 -1.95181000e-03 6.62900000e+01 -4.23936000e-03
6.63000000e+01 4.86370000e-03 6.63000000e+01 4.28374000e-03 6.63000000e+01 2.87900000e-03 6.63000000e+01 7.61385000e-03 6.63000000e+01 5.66554000e-03 6.63000000e+01 -1.74159000e-02 6.63000000e+01 -7.02519000e-03 6.63000000e+01 -1.45905000e-03 6.63000000e+01 -4.17212000e-03
6.63100000e+01 4.57644000e-03 6.63100000e+01 5.16702000e-03 6.63100000e+01 3.15611000e-03 6.63100000e+01 7.68685000e-03 6.63100000e+01 5.99846000e-03 6.63100000e+01 -1.62657000e-02 6.63100000e+01 -5.95149000e-03 6.63100000e+01 -9.17241000e-04 6.63100000e+01 -3.98875000e-03
6.63200000e+01 4.54332000e-03 6.63200000e+01 6.27336000e-03 6.63200000e+01 3.55684000e-03 6.63200000e+01 7.80526000e-03 6.63200000e+01 6.29324000e-03 6.63200000e+01 -1.49200000e-02 6.63200000e+01 -4.78310000e-03 6.63200000e+01 -3.39914000e-04 6.63200000e+01 -3.69443000e-03
6.63300000e+01 4.75391000e-03 6.63300000e+01 7.57810000e-03 6.63300000e+01 4.07137000e-03 6.63300000e+01 7.96519000e-03 6.63300000e+01 6.54390000e-03 6.63300000e+01 -1.34133000e-02 6.63300000e+01 -3.55227000e-03 6.63300000e+01 2.58819000e-04 6.63300000e+01 -3.29701000e-03
6.63400000e+01 5.19087000e-03 6.63400000e+01 9.04969000e-03 6.63400000e+01 4.68676000e-03 6.63400000e+01 8.16147000e-03 6.63400000e+01 6.74529000e-03 6.63400000e+01 -1.17835000e-02 6.63400000e+01 -2.29226000e-03 6.63400000e+01 8.64604000e-04 6.63400000e+01 -2.80688000e-03
6.63500000e+01 5.83064000e-03 6.63500000e+01 1.06506000e-02 6.63500000e+01 5.38729000e-03 6.63500000e+01 8.38781000e-03 6.63500000e+01 6.89334000e-03 6.63500000e+01 -1.00707000e-02 6.63500000e+01 -1.03640000e-03 6.63500000e+01 1.46318000e-03 6.63500000e+01 -2.23665000e-03
6.63600000e+01 6.64429000e-03 6.63600000e+01 1.23384000e-02 6.63600000e+01 6.15490000e-03 6.63600000e+01 8.63702000e-03 6.63600000e+01 6.98530000e-03 6.63600000e+01 -8.31580000e-03 6.63600000e+01 1.82737000e-04 6.63600000e+01 2.04071000e-03 6.63600000e+01 -1.60087000e-03
