r_Cl_64micl g_Cl_64micl r_Cl_32micl g_Cl_32micl r_Cl_16micl g_Cl_16micl r_Cl_8micl g_Cl_8micl r_CsPbBr2_10m g_CsPbBr2_10m r_I_8micl g_I_8micl r_I_16micl g_I_16micl r_I_32micl g_I_32micl r_I_64micl g_I_64micl
8.10000000e-01 2.81004000e-01 8.10000000e-01 3.58720000e-01 8.10000000e-01 2.26366000e-01 8.10000000e-01 2.00989000e-01 8.10000000e-01 2.07561000e-01 8.10000000e-01 2.45355000e-01 8.10000000e-01 2.21671000e-01 8.10000000e-01 1.71774000e-01 8.10000000e-01 1.33833000e-01
8.20000000e-01 2.57339000e-01 8.20000000e-01 3.17158000e-01 8.20000000e-01 2.11665000e-01 8.20000000e-01 1.88075000e-01 8.20000000e-01 1.98286000e-01 8.20000000e-01 2.42116000e-01 8.20000000e-01 2.13747000e-01 8.20000000e-01 1.68432000e-01 8.20000000e-01 1.32141000e-01
8.30000000e-01 2.30450000e-01 8.30000000e-01 2.71230000e-01 8.30000000e-01 1.94445000e-01 8.30000000e-01 1.73362000e-01 8.30000000e-01 1.86172000e-01 8.30000000e-01 2.34765000e-01 8.30000000e-01 2.02582000e-01 8.30000000e-01 1.62775000e-01 8.30000000e-01 1.28756000e-01
8.40000000e-01 2.00986000e-01 8.40000000e-01 2.21973000e-01 8.40000000e-01 1.75128000e-01 8.40000000e-01 1.57187000e-01 8.40000000e-01 1.71565000e-01 8.40000000e-01 2.23612000e-01 8.40000000e-01 1.88516000e-01 8.40000000e-01 1.55013000e-01 8.40000000e-01 1.23833000e-01
8.50000000e-01 1.69651000e-01 8.50000000e-01 1.70499000e-01 8.50000000e-01 1.54177000e-01 8.50000000e-01 1.39914000e-01 8.50000000e-01 1.54874000e-01 8.50000000e-01 2.09063000e-01 8.50000000e-01 1.71963000e-01 8.50000000e-01 1.45408000e-01 8.50000000e-01 1.17561000e-01
8.60000000e-01 1.37199000e-01 8.60000000e-01 1.17982000e-01 8.60000000e-01 1.32097000e-01 8.60000000e-01 1.21928000e-01 8.60000000e-01 1.36562000e-01 8.60000000e-01 1.91619000e-01 8.60000000e-01 1.53400000e-01 8.60000000e-01 1.34271000e-01 8.60000000e-01 1.10169000e-01
8.70000000e-01 1.04411000e-01 8.70000000e-01 6.56304000e-02 8.70000000e-01 1.09420000e-01 8.70000000e-01 1.03626000e-01 8.70000000e-01 1.17137000e-01 8.70000000e-01 1.71863000e-01 8.70000000e-01 1.33364000e-01 8.70000000e-01 1.21952000e-01 8.70000000e-01 1.01911000e-01
8.80000000e-01 7.20745000e-02 8.80000000e-01 1.46523000e-02 8.80000000e-01 8.66907000e-02 8.80000000e-01 8.54083000e-02 8.80000000e-01 9.71360000e-02 8.80000000e-01 1.50442000e-01 8.80000000e-01 1.12428000e-01 8.80000000e-01 1.08833000e-01 8.80000000e-01 9.30631000e-02
8.90000000e-01 4.09659000e-02 8.90000000e-01 -3.37739000e-02 8.90000000e-01 6.44527000e-02 8.90000000e-01 6.76652000e-02 8.90000000e-01 7.71119000e-02 8.90000000e-01 1.28047000e-01 8.90000000e-01 9.11903000e-02 8.90000000e-01 9.53126000e-02 8.90000000e-01 8.39161000e-02
9.00000000e-01 1.18246000e-02 9.00000000e-01 -7.85309000e-02 9.00000000e-01 4.32334000e-02 9.00000000e-01 5.07707000e-02 9.00000000e-01 5.76147000e-02 9.00000000e-01 1.05394000e-01 9.00000000e-01 7.02544000e-02 9.00000000e-01 8.17991000e-02 9.00000000e-01 7.47634000e-02
9.10000000e-01 -1.46649000e-02 9.10000000e-01 -1.18592000e-01 9.10000000e-01 2.35299000e-02 9.10000000e-01 3.50706000e-02 9.10000000e-01 3.91777000e-02 9.10000000e-01 8.32006000e-02 9.10000000e-01 5.02141000e-02 9.10000000e-01 6.86950000e-02 9.10000000e-01 6.58941000e-02
9.20000000e-01 -3.78925000e-02 9.20000000e-01 -1.53052000e-01 9.20000000e-01 5.79523000e-03 9.20000000e-01 2.08746000e-02 9.20000000e-01 2.23014000e-02 9.20000000e-01 6.21684000e-02 9.20000000e-01 3.16351000e-02 9.20000000e-01 5.63865000e-02 9.20000000e-01 5.75841000e-02
9.30000000e-01 -5.73406000e-02 9.30000000e-01 -1.81146000e-01 9.30000000e-01 -9.57399000e-03 9.30000000e-01 8.44783000e-03 9.30000000e-01 7.43849000e-03 9.30000000e-01 4.29578000e-02 9.30000000e-01 1.50381000e-02 9.30000000e-01 4.52320000e-02 9.30000000e-01 5.00875000e-02
9.40000000e-01 -7.25985000e-02 9.40000000e-01 -2.02280000e-01 9.40000000e-01 -2.22490000e-02 9.40000000e-01 -1.99599000e-03 9.40000000e-01 -5.01959000e-03 9.40000000e-01 2.61695000e-02 9.40000000e-01 8.84242000e-04 9.40000000e-01 3.55509000e-02 9.40000000e-01 4.36283000e-02
9.50000000e-01 -8.33421000e-02 9.50000000e-01 -2.15986000e-01 9.50000000e-01 -3.19558000e-02 9.50000000e-01 -1.02841000e-02 9.50000000e-01 -1.47337000e-02 9.50000000e-01 1.23501000e-02 9.50000000e-01 -1.04172000e-02 9.50000000e-01 2.76279000e-02 9.50000000e-01 3.84038000e-02
9.60000000e-01 -8.93818000e-02 9.60000000e-01 -2.22004000e-01 9.60000000e-01 -3.85076000e-02 9.60000000e-01 -1.63072000e-02 9.60000000e-01 -2.14482000e-02 9.60000000e-01 1.95586000e-03 9.60000000e-01 -1.85415000e-02 9.60000000e-01 2.16921000e-02 9.60000000e-01 3.45689000e-02
9.70000000e-01 -9.07565000e-02 9.70000000e-01 -2.20433000e-01 9.70000000e-01 -4.18708000e-02 9.70000000e-01 -2.00650000e-02 9.70000000e-01 -2.50609000e-02 9.70000000e-01 -4.73968000e-03 9.70000000e-01 -2.33260000e-02 9.70000000e-01 1.78662000e-02 9.70000000e-01 3.22010000e-02
9.80000000e-01 -8.75840000e-02 9.80000000e-01 -2.11481000e-01 9.80000000e-01 -4.20670000e-02 9.80000000e-01 -2.15940000e-02 9.80000000e-01 -2.55316000e-02 9.80000000e-01 -7.54472000e-03 9.80000000e-01 -2.46746000e-02 9.80000000e-01 1.62259000e-02 9.80000000e-01 3.13422000e-02
9.90000000e-01 -8.01167000e-02 9.90000000e-01 -1.95560000e-01 9.90000000e-01 -3.92099000e-02 9.90000000e-01 -2.09943000e-02 9.90000000e-01 -2.29186000e-02 9.90000000e-01 -6.39427000e-03 9.90000000e-01 -2.25978000e-02 9.90000000e-01 1.67746000e-02 9.90000000e-01 3.19809000e-02
1.00000000e+00 -6.87360000e-02 1.00000000e+00 -1.73279000e-01 1.00000000e+00 -3.35036000e-02 1.00000000e+00 -1.84266000e-02 1.00000000e+00 -1.73793000e-02 1.00000000e+00 -1.35332000e-03 1.00000000e+00 -1.72135000e-02 1.00000000e+00 1.94423000e-02 1.00000000e+00 3.40521000e-02
1.01000000e+00 -5.39430000e-02 1.01000000e+00 -1.45423000e-01 1.01000000e+00 -2.52371000e-02 1.01000000e+00 -1.41082000e-02 1.01000000e+00 -9.16567000e-03 1.01000000e+00 7.38372000e-03 1.01000000e+00 -8.74507000e-03 1.01000000e+00 2.40871000e-02 1.01000000e+00 3.74384000e-02
1.02000000e+00 -3.63458000e-02 1.02000000e+00 -1.12942000e-01 1.02000000e+00 -1.47774000e-02 1.02000000e+00 -8.30672000e-03 1.02000000e+00 1.38085000e-03 1.02000000e+00 1.94973000e-02 1.02000000e+00 2.48440000e-03 1.02000000e+00 3.04986000e-02 1.02000000e+00 4.19731000e-02
1.03000000e+00 -1.66438000e-02 1.03000000e+00 -7.69224000e-02 1.03000000e+00 -2.55944000e-03 1.03000000e+00 -1.33356000e-03 1.03000000e+00 1.38386000e-02 1.03000000e+00 3.45505000e-02 1.03000000e+00 1.60598000e-02 1.03000000e+00 3.84028000e-02 1.03000000e+00 4.74440000e-02
1.04000000e+00 4.39084000e-03 1.04000000e+00 -3.85590000e-02 1.04000000e+00 1.09248000e-02 1.04000000e+00 6.46494000e-03 1.04000000e+00 2.77165000e-02 1.04000000e+00 5.20010000e-02 1.04000000e+00 3.14851000e-02 1.04000000e+00 4.74699000e-02 1.04000000e+00 5.35996000e-02
1.05000000e+00 2.59335000e-02 1.05000000e+00 8.72278000e-04 1.05000000e+00 2.51397000e-02 1.05000000e+00 1.47166000e-02 1.05000000e+00 4.24674000e-02 1.05000000e+00 7.12150000e-02 1.05000000e+00 4.81962000e-02 1.05000000e+00 5.73227000e-02 1.05000000e+00 6.01558000e-02
1.06000000e+00 4.71294000e-02 1.06000000e+00 4.00497000e-02 1.06000000e+00 3.95202000e-02 1.06000000e+00 2.30332000e-02 1.06000000e+00 5.75026000e-02 1.06000000e+00 9.14852000e-02 1.06000000e+00 6.55765000e-02 1.06000000e+00 6.75471000e-02 1.06000000e+00 6.68038000e-02
1.07000000e+00 6.71171000e-02 1.07000000e+00 7.76397000e-02 1.07000000e+00 5.34870000e-02 1.07000000e+00 3.10214000e-02 1.07000000e+00 7.22087000e-02 1.07000000e+00 1.12050000e-01 1.07000000e+00 8.29734000e-02 1.07000000e+00 7.77039000e-02 1.07000000e+00 7.32188000e-02
1.08000000e+00 8.50517000e-02 1.08000000e+00 1.12332000e-01 1.08000000e+00 6.64622000e-02 1.08000000e+00 3.82928000e-02 1.08000000e+00 8.59640000e-02 1.08000000e+00 1.32115000e-01 1.08000000e+00 9.97168000e-02 1.08000000e+00 8.73407000e-02 1.08000000e+00 7.90693000e-02
1.09000000e+00 1.00068000e-01 1.09000000e+00 1.42785000e-01 1.09000000e+00 7.78503000e-02 1.09000000e+00 4.44505000e-02 1.09000000e+00 9.81201000e-02 1.09000000e+00 1.50841000e-01 1.09000000e+00 1.15104000e-01 1.09000000e+00 9.59811000e-02 1.09000000e+00 8.40064000e-02
1.10000000e+00 1.11449000e-01 1.10000000e+00 1.67872000e-01 1.10000000e+00 8.71335000e-02 1.10000000e+00 4.91552000e-02 1.10000000e+00 1.08101000e-01 1.10000000e+00 1.67436000e-01 1.10000000e+00 1.28489000e-01 1.10000000e+00 1.03189000e-01 1.10000000e+00 8.77197000e-02
1.11000000e+00 1.18554000e-01 1.11000000e+00 1.86581000e-01 1.11000000e+00 9.38407000e-02 1.11000000e+00 5.21017000e-02 1.11000000e+00 1.15375000e-01 1.11000000e+00 1.81153000e-01 1.11000000e+00 1.39269000e-01 1.11000000e+00 1.08557000e-01 1.11000000e+00 8.99204000e-02
1.12000000e+00 1.20836000e-01 1.12000000e+00 1.98039000e-01 1.12000000e+00 9.75572000e-02 1.12000000e+00 5.30252000e-02 1.12000000e+00 1.19466000e-01 1.12000000e+00 1.91303000e-01 1.12000000e+00 1.46896000e-01 1.12000000e+00 1.11712000e-01 1.12000000e+00 9.03486000e-02
1.13000000e+00 1.17872000e-01 1.13000000e+00 2.01554000e-01 1.13000000e+00 9.79422000e-02 1.13000000e+00 5.17127000e-02 1.13000000e+00 1.19976000e-01 1.13000000e+00 1.97273000e-01 1.13000000e+00 1.50891000e-01 1.13000000e+00 1.12332000e-01 1.13000000e+00 8.87845000e-02
1.14000000e+00 1.09371000e-01 1.14000000e+00 1.96632000e-01 1.14000000e+00 9.47380000e-02 1.14000000e+00 4.80082000e-02 1.14000000e+00 1.16591000e-01 1.14000000e+00 1.98555000e-01 1.14000000e+00 1.50869000e-01 1.14000000e+00 1.10156000e-01 1.14000000e+00 8.50549000e-02
1.15000000e+00 9.51852000e-02 1.15000000e+00 1.82992000e-01 1.15000000e+00 8.77781000e-02 1.15000000e+00 4.18174000e-02 1.15000000e+00 1.09098000e-01 1.15000000e+00 1.94753000e-01 1.15000000e+00 1.46540000e-01 1.15000000e+00 1.04990000e-01 1.15000000e+00 7.90394000e-02
1.16000000e+00 7.53176000e-02 1.16000000e+00 1.60575000e-01 1.16000000e+00 7.69919000e-02 1.16000000e+00 3.31105000e-02 1.16000000e+00 9.73895000e-02 1.16000000e+00 1.85599000e-01 1.16000000e+00 1.37726000e-01 1.16000000e+00 9.67160000e-02 1.16000000e+00 7.06750000e-02
1.17000000e+00 4.99219000e-02 1.17000000e+00 1.29550000e-01 1.17000000e+00 6.24076000e-02 1.17000000e+00 2.19226000e-02 1.17000000e+00 8.14667000e-02 1.17000000e+00 1.70965000e-01 1.17000000e+00 1.24363000e-01 1.17000000e+00 8.52957000e-02 1.17000000e+00 5.99586000e-02
1.18000000e+00 1.93011000e-02 1.18000000e+00 9.03097000e-02 1.18000000e+00 4.41524000e-02 1.18000000e+00 8.35351000e-03 1.18000000e+00 6.14439000e-02 1.18000000e+00 1.50866000e-01 1.18000000e+00 1.06508000e-01 1.18000000e+00 7.07728000e-02 1.18000000e+00 4.69489000e-02
1.19000000e+00 -1.60983000e-02 1.19000000e+00 4.34612000e-02 1.19000000e+00 2.24497000e-02 1.19000000e+00 -7.43490000e-03 1.19000000e+00 3.75463000e-02 1.19000000e+00 1.25462000e-01 1.19000000e+00 8.43354000e-02 1.19000000e+00 5.32731000e-02 1.19000000e+00 3.17652000e-02
1.20000000e+00 -5.56970000e-02 1.20000000e+00 -1.01843000e-02 1.20000000e+00 -2.38597000e-03 1.20000000e+00 -2.52228000e-02 1.20000000e+00 1.01056000e-02 1.20000000e+00 9.50561000e-02 1.20000000e+00 5.81366000e-02 1.20000000e+00 3.30032000e-02 1.20000000e+00 1.45862000e-02
1.21000000e+00 -9.87956000e-02 1.21000000e+00 -6.96328000e-02 1.21000000e+00 -2.99564000e-02 1.21000000e+00 -4.47378000e-02 1.21000000e+00 -2.04469000e-02 1.21000000e+00 6.00910000e-02 1.21000000e+00 2.83134000e-02 1.21000000e+00 1.02458000e-02 1.21000000e+00 -4.35381000e-03
1.22000000e+00 -1.44603000e-01 1.22000000e+00 -1.33751000e-01 1.22000000e+00 -5.98003000e-02 1.22000000e+00 -6.56689000e-02 1.22000000e+00 -5.36024000e-02 1.22000000e+00 2.11153000e-02 1.22000000e+00 -4.64756000e-03 1.22000000e+00 -1.46569000e-02 1.22000000e+00 -2.47778000e-02
1.23000000e+00 -1.92219000e-01 1.23000000e+00 -2.01241000e-01 1.23000000e+00 -9.13798000e-02 1.23000000e+00 -8.76579000e-02 1.23000000e+00 -8.87583000e-02 1.23000000e+00 -2.11891000e-02 1.23000000e+00 -4.01546000e-02 1.23000000e+00 -4.12901000e-02 1.23000000e+00 -4.63558000e-02
1.24000000e+00 -2.40658000e-01 1.24000000e+00 -2.70648000e-01 1.24000000e+00 -1.24078000e-01 1.24000000e+00 -1.10301000e-01 1.24000000e+00 -1.25214000e-01 1.24000000e+00 -6.59794000e-02 1.24000000e+00 -7.74943000e-02 1.24000000e+00 -6.91547000e-02 1.24000000e+00 -6.87016000e-02
1.25000000e+00 -2.88933000e-01 1.25000000e+00 -3.40518000e-01 1.25000000e+00 -1.57277000e-01 1.25000000e+00 -1.33195000e-01 1.25000000e+00 -1.62259000e-01 1.25000000e+00 -1.12390000e-01 1.25000000e+00 -1.15939000e-01 1.25000000e+00 -9.77418000e-02 1.25000000e+00 -9.14229000e-02
1.26000000e+00 -3.36045000e-01 1.26000000e+00 -4.09371000e-01 1.26000000e+00 -1.90341000e-01 1.26000000e+00 -1.55931000e-01 1.26000000e+00 -1.99154000e-01 1.26000000e+00 -1.59498000e-01 1.26000000e+00 -1.54722000e-01 1.26000000e+00 -1.26515000e-01 1.26000000e+00 -1.14111000e-01
1.27000000e+00 -3.81011000e-01 1.27000000e+00 -4.75736000e-01 1.27000000e+00 -2.22632000e-01 1.27000000e+00 -1.78101000e-01 1.27000000e+00 -2.35152000e-01 1.27000000e+00 -2.06351000e-01 1.27000000e+00 -1.93058000e-01 1.27000000e+00 -1.54925000e-01 1.27000000e+00 -1.36349000e-01
1.28000000e+00 -4.22885000e-01 1.28000000e+00 -5.38187000e-01 1.28000000e+00 -2.53528000e-01 1.28000000e+00 -1.99313000e-01 1.28000000e+00 -2.69513000e-01 1.28000000e+00 -2.51984000e-01 1.28000000e+00 -2.30160000e-01 1.28000000e+00 -1.82421000e-01 1.28000000e+00 -1.57727000e-01
1.29000000e+00 -4.60785000e-01 1.29000000e+00 -5.95380000e-01 1.29000000e+00 -2.82436000e-01 1.29000000e+00 -2.19194000e-01 1.29000000e+00 -3.01528000e-01 1.29000000e+00 -2.95450000e-01 1.29000000e+00 -2.65262000e-01 1.29000000e+00 -2.08467000e-01 1.29000000e+00 -1.77846000e-01
1.30000000e+00 -4.93912000e-01 1.30000000e+00 -6.46086000e-01 1.30000000e+00 -3.08809000e-01 1.30000000e+00 -2.37406000e-01 1.30000000e+00 -3.30531000e-01 1.30000000e+00 -3.35841000e-01 1.30000000e+00 -2.97638000e-01 1.30000000e+00 -2.32554000e-01 1.30000000e+00 -1.96332000e-01
1.31000000e+00 -5.21573000e-01 1.31000000e+00 -6.89218000e-01 1.31000000e+00 -3.32158000e-01 1.31000000e+00 -2.53651000e-01 1.31000000e+00 -3.55919000e-01 1.31000000e+00 -3.72311000e-01 1.31000000e+00 -3.26617000e-01 1.31000000e+00 -2.54214000e-01 1.31000000e+00 -2.12846000e-01
1.32000000e+00 -5.43197000e-01 1.32000000e+00 -7.23862000e-01 1.32000000e+00 -3.52062000e-01 1.32000000e+00 -2.67676000e-01 1.32000000e+00 -3.77167000e-01 1.32000000e+00 -4.04098000e-01 1.32000000e+00 -3.51605000e-01 1.32000000e+00 -2.73030000e-01 1.32000000e+00 -2.27088000e-01
1.33000000e+00 -5.58350000e-01 1.33000000e+00 -7.49297000e-01 1.33000000e+00 -3.68184000e-01 1.33000000e+00 -2.79282000e-01 1.33000000e+00 -3.93842000e-01 1.33000000e+00 -4.30544000e-01 1.33000000e+00 -3.72096000e-01 1.33000000e+00 -2.88646000e-01 1.33000000e+00 -2.38810000e-01
1.34000000e+00 -5.66744000e-01 1.34000000e+00 -7.65010000e-01 1.34000000e+00 -3.80271000e-01 1.34000000e+00 -2.88330000e-01 1.34000000e+00 -4.05610000e-01 1.34000000e+00 -4.51109000e-01 1.34000000e+00 -3.87684000e-01 1.34000000e+00 -3.00778000e-01 1.34000000e+00 -2.47817000e-01
1.35000000e+00 -5.68246000e-01 1.35000000e+00 -7.70713000e-01 1.35000000e+00 -3.88167000e-01 1.35000000e+00 -2.94736000e-01 1.35000000e+00 -4.12251000e-01 1.35000000e+00 -4.65388000e-01 1.35000000e+00 -3.98078000e-01 1.35000000e+00 -3.09222000e-01 1.35000000e+00 -2.53976000e-01
1.36000000e+00 -5.62776000e-01 1.36000000e+00 -7.66186000e-01 1.36000000e+00 -3.91742000e-01 1.36000000e+00 -2.98440000e-01 1.36000000e+00 -4.13573000e-01 1.36000000e+00 -4.73012000e-01 1.36000000e+00 -4.03018000e-01 1.36000000e+00 -3.13794000e-01 1.36000000e+00 -2.57171000e-01
1.37000000e+00 -5.50607000e-01 1.37000000e+00 -7.51728000e-01 1.37000000e+00 -3.91090000e-01 1.37000000e+00 -2.99517000e-01 1.37000000e+00 -4.09656000e-01 1.37000000e+00 -4.73948000e-01 1.37000000e+00 -4.02520000e-01 1.37000000e+00 -3.14505000e-01 1.37000000e+00 -2.57432000e-01
1.38000000e+00 -5.32109000e-01 1.38000000e+00 -7.27785000e-01 1.38000000e+00 -3.86363000e-01 1.38000000e+00 -2.98081000e-01 1.38000000e+00 -4.00656000e-01 1.38000000e+00 -4.68272000e-01 1.38000000e+00 -3.96685000e-01 1.38000000e+00 -3.11425000e-01 1.38000000e+00 -2.54837000e-01
1.39000000e+00 -5.07768000e-01 1.39000000e+00 -6.94972000e-01 1.39000000e+00 -3.77791000e-01 1.39000000e+00 -2.94290000e-01 1.39000000e+00 -3.86824000e-01 1.39000000e+00 -4.56183000e-01 1.39000000e+00 -3.85717000e-01 1.39000000e+00 -3.04696000e-01 1.39000000e+00 -2.49510000e-01
1.40000000e+00 -4.78198000e-01 1.40000000e+00 -6.54098000e-01 1.40000000e+00 -3.65684000e-01 1.40000000e+00 -2.88351000e-01 1.40000000e+00 -3.68517000e-01 1.40000000e+00 -4.38023000e-01 1.40000000e+00 -3.69931000e-01 1.40000000e+00 -2.94538000e-01 1.40000000e+00 -2.41638000e-01
1.41000000e+00 -4.44125000e-01 1.41000000e+00 -6.06145000e-01 1.41000000e+00 -3.50428000e-01 1.41000000e+00 -2.80516000e-01 1.41000000e+00 -3.46187000e-01 1.41000000e+00 -4.14269000e-01 1.41000000e+00 -3.49751000e-01 1.41000000e+00 -2.81248000e-01 1.41000000e+00 -2.31459000e-01
1.42000000e+00 -4.06374000e-01 1.42000000e+00 -5.52244000e-01 1.42000000e+00 -3.32472000e-01 1.42000000e+00 -2.71072000e-01 1.42000000e+00 -3.20377000e-01 1.42000000e+00 -3.85522000e-01 1.42000000e+00 -3.25694000e-01 1.42000000e+00 -2.65188000e-01 1.42000000e+00 -2.19262000e-01
1.43000000e+00 -3.65839000e-01 1.43000000e+00 -4.93644000e-01 1.43000000e+00 -3.12318000e-01 1.43000000e+00 -2.60336000e-01 1.43000000e+00 -2.91699000e-01 1.43000000e+00 -3.52488000e-01 1.43000000e+00 -2.98361000e-01 1.43000000e+00 -2.46779000e-01 1.43000000e+00 -2.05374000e-01
1.44000000e+00 -3.23471000e-01 1.44000000e+00 -4.31680000e-01 1.44000000e+00 -2.90504000e-01 1.44000000e+00 -2.48641000e-01 1.44000000e+00 -2.60822000e-01 1.44000000e+00 -3.15962000e-01 1.44000000e+00 -2.68419000e-01 1.44000000e+00 -2.26489000e-01 1.44000000e+00 -1.90154000e-01
1.45000000e+00 -2.80246000e-01 1.45000000e+00 -3.67743000e-01 1.45000000e+00 -2.67594000e-01 1.45000000e+00 -2.36334000e-01 1.45000000e+00 -2.28456000e-01 1.45000000e+00 -2.76806000e-01 1.45000000e+00 -2.36584000e-01 1.45000000e+00 -2.04819000e-01 1.45000000e+00 -1.73985000e-01
1.46000000e+00 -2.37144000e-01 1.46000000e+00 -3.03243000e-01 1.46000000e+00 -2.44162000e-01 1.46000000e+00 -2.23762000e-01 1.46000000e+00 -1.95333000e-01 1.46000000e+00 -2.35930000e-01 1.46000000e+00 -2.03602000e-01 1.46000000e+00 -1.82294000e-01 1.46000000e+00 -1.57261000e-01
1.47000000e+00 -1.95127000e-01 1.47000000e+00 -2.39577000e-01 1.47000000e+00 -2.20775000e-01 1.47000000e+00 -2.11266000e-01 1.47000000e+00 -1.62192000e-01 1.47000000e+00 -1.94268000e-01 1.47000000e+00 -1.70233000e-01 1.47000000e+00 -1.59447000e-01 1.47000000e+00 -1.40381000e-01
1.48000000e+00 -1.55114000e-01 1.48000000e+00 -1.78093000e-01 1.48000000e+00 -1.97984000e-01 1.48000000e+00 -1.99168000e-01 1.48000000e+00 -1.29758000e-01 1.48000000e+00 -1.52752000e-01 1.48000000e+00 -1.37231000e-01 1.48000000e+00 -1.36809000e-01 1.48000000e+00 -1.23735000e-01
1.49000000e+00 -1.17980000e-01 1.49000000e+00 -1.20087000e-01 1.49000000e+00 -1.76316000e-01 1.49000000e+00 -1.87776000e-01 1.49000000e+00 -9.87364000e-02 1.49000000e+00 -1.12304000e-01 1.49000000e+00 -1.05336000e-01 1.49000000e+00 -1.14898000e-01 1.49000000e+00 -1.07705000e-01
1.50000000e+00 -8.45455000e-02 1.50000000e+00 -6.67899000e-02 1.50000000e+00 -1.56270000e-01 1.50000000e+00 -1.77374000e-01 1.50000000e+00 -6.98109000e-02 1.50000000e+00 -7.38335000e-02 1.50000000e+00 -7.52684000e-02 1.50000000e+00 -9.42216000e-02 1.50000000e+00 -9.26579000e-02
1.51000000e+00 -5.54316000e-02 1.51000000e+00 -1.91699000e-02 1.51000000e+00 -1.38245000e-01 1.51000000e+00 -1.68183000e-01 1.51000000e+00 -4.35451000e-02 1.51000000e+00 -3.81230000e-02 1.51000000e+00 -4.76386000e-02 1.51000000e+00 -7.52096000e-02 1.51000000e+00 -7.88996000e-02
1.52000000e+00 -3.11834000e-02 1.52000000e+00 2.19119000e-02 1.52000000e+00 -1.22594000e-01 1.52000000e+00 -1.60391000e-01 1.52000000e+00 -2.04483000e-02 1.52000000e+00 -5.88863000e-03 1.52000000e+00 -2.29998000e-02 1.52000000e+00 -5.82518000e-02 1.52000000e+00 -6.67040000e-02
1.53000000e+00 -1.22187000e-02 1.53000000e+00 5.57691000e-02 1.53000000e+00 -1.09596000e-01 1.53000000e+00 -1.54144000e-01 1.53000000e+00 -9.44639000e-04 1.53000000e+00 2.22526000e-02 1.53000000e+00 -1.82053000e-03 1.53000000e+00 -4.36782000e-02 1.53000000e+00 -5.62982000e-02
1.54000000e+00 1.18004000e-03 1.54000000e+00 8.19021000e-02 1.54000000e+00 -9.94565000e-02 1.54000000e+00 -1.49537000e-01 1.54000000e+00 1.46351000e-02 1.54000000e+00 4.57955000e-02 1.54000000e+00 1.55249000e-02 1.54000000e+00 -3.17529000e-02 1.54000000e+00 -4.78587000e-02
1.55000000e+00 8.86936000e-03 1.55000000e+00 1.00005000e-01 1.55000000e+00 -9.23006000e-02 1.55000000e+00 -1.46621000e-01 1.55000000e+00 2.60588000e-02 1.55000000e+00 6.43557000e-02 1.55000000e+00 2.87630000e-02 1.55000000e+00 -2.26692000e-02 1.55000000e+00 -4.15077000e-02
1.56000000e+00 1.08451000e-02 1.56000000e+00 1.09970000e-01 1.56000000e+00 -8.81757000e-02 1.56000000e+00 -1.45398000e-01 1.56000000e+00 3.31966000e-02 1.56000000e+00 7.76764000e-02 1.56000000e+00 3.77255000e-02 1.56000000e+00 -1.65462000e-02 1.56000000e+00 -3.73120000e-02
1.57000000e+00 7.23918000e-03 1.57000000e+00 1.11880000e-01 1.57000000e+00 -8.70521000e-02 1.57000000e+00 -1.45826000e-01 1.57000000e+00 3.60206000e-02 1.57000000e+00 8.56305000e-02 1.57000000e+00 4.23504000e-02 1.57000000e+00 -1.34287000e-02 1.57000000e+00 -3.52827000e-02
1.58000000e+00 -1.68703000e-03 1.58000000e+00 1.06007000e-01 1.58000000e+00 -8.88262000e-02 1.58000000e+00 -1.47819000e-01 1.58000000e+00 3.46031000e-02 1.58000000e+00 8.82204000e-02 1.58000000e+00 4.26804000e-02 1.58000000e+00 -1.32872000e-02 1.58000000e+00 -3.53768000e-02
1.59000000e+00 -1.55525000e-02 1.59000000e+00 9.27953000e-02 1.59000000e+00 -9.33267000e-02 1.59000000e+00 -1.51257000e-01 1.59000000e+00 2.91113000e-02 1.59000000e+00 8.55739000e-02 1.59000000e+00 3.88589000e-02 1.59000000e+00 -1.60219000e-02 1.59000000e+00 -3.75000000e-02
1.60000000e+00 -3.38693000e-02 1.60000000e+00 7.28467000e-02 1.60000000e+00 -1.00322000e-01 1.60000000e+00 -1.55985000e-01 1.60000000e+00 1.98008000e-02 1.60000000e+00 7.79367000e-02 1.60000000e+00 3.11230000e-02 1.60000000e+00 -2.14666000e-02 1.60000000e+00 -4.15105000e-02
1.61000000e+00 -5.60572000e-02 1.61000000e+00 4.69012000e-02 1.61000000e+00 -1.09528000e-01 1.61000000e+00 -1.61822000e-01 1.61000000e+00 7.00615000e-03 1.61000000e+00 6.56628000e-02 1.61000000e+00 1.97946000e-02 1.61000000e+00 -2.93954000e-02 1.61000000e+00 -4.72249000e-02
1.62000000e+00 -8.14616000e-02 1.62000000e+00 1.58134000e-02 1.62000000e+00 -1.20618000e-01 1.62000000e+00 -1.68569000e-01 1.62000000e+00 -8.87022000e-03 1.62000000e+00 4.92016000e-02 1.62000000e+00 5.26975000e-03 1.62000000e+00 -3.95303000e-02 1.62000000e+00 -5.44236000e-02
