Wavelength Dark Reference Sample Absorbance
4.07161e+02 -6.94444e-02 1.42962e+04 1.28875e+04 4.50515e-02
4.07945e+02 -8.47222e-01 1.41331e+04 1.27484e+04 4.47787e-02
4.08729e+02 -1.18056e+00 1.43258e+04 1.29367e+04 4.42892e-02
4.09513e+02 1.52778e-01 1.42591e+04 1.28420e+04 4.54613e-02
4.10296e+02 4.86111e-01 1.39420e+04 1.26133e+04 4.34978e-02
4.11080e+02 -5.13889e-01 1.37171e+04 1.24038e+04 4.37041e-02
4.11863e+02 7.08333e-01 1.38778e+04 1.25607e+04 4.33067e-02
4.12647e+02 1.52778e-01 1.44034e+04 1.30322e+04 4.34493e-02
4.13430e+02 -7.36111e-01 1.49048e+04 1.35388e+04 4.17412e-02
4.14214e+02 4.16667e-02 1.51814e+04 1.37938e+04 4.16274e-02
4.14997e+02 5.97222e-01 1.52872e+04 1.38972e+04 4.14032e-02
4.15780e+02 -1.80556e-01 1.54948e+04 1.41317e+04 3.99890e-02
4.16563e+02 -1.80556e-01 1.57635e+04 1.43758e+04 4.00199e-02
4.17346e+02 -1.29167e+00 1.59139e+04 1.44890e+04 4.07353e-02
4.18129e+02 2.63889e-01 1.60831e+04 1.46788e+04 3.96784e-02
4.18912e+02 -6.25000e-01 1.64550e+04 1.50338e+04 3.92258e-02
4.19695e+02 -2.91667e-01 1.70770e+04 1.56438e+04 3.80670e-02
4.20478e+02 -1.18056e+00 1.79628e+04 1.64850e+04 3.72827e-02
4.21261e+02 5.97222e-01 1.90014e+04 1.74254e+04 3.76047e-02
4.22043e+02 -8.47222e-01 1.94432e+04 1.78775e+04 3.64591e-02
4.22826e+02 -1.80556e-01 1.86493e+04 1.71448e+04 3.65290e-02
4.23608e+02 -1.62500e+00 1.79504e+04 1.64864e+04 3.69455e-02
4.24391e+02 1.37500e+00 1.75311e+04 1.61223e+04 3.63853e-02
4.25173e+02 -1.80556e-01 1.72568e+04 1.58828e+04 3.60306e-02
4.25955e+02 -2.91667e-01 1.66485e+04 1.53522e+04 3.52055e-02
4.26737e+02 -9.58333e-01 1.61115e+04 1.48553e+04 3.52537e-02
4.27520e+02 -1.29167e+00 1.62100e+04 1.49557e+04 3.49719e-02
4.28302e+02 4.86111e-01 1.63731e+04 1.51277e+04 3.43580e-02
4.29084e+02 3.75000e-01 1.66850e+04 1.54527e+04 3.33212e-02
4.29865e+02 8.19444e-01 1.71243e+04 1.58651e+04 3.31730e-02
4.30647e+02 -4.02778e-01 1.62829e+04 1.51080e+04 3.25245e-02
4.31429e+02 -6.25000e-01 1.40800e+04 1.30450e+04 3.31580e-02
4.32211e+02 1.59722e+00 1.18657e+04 1.10266e+04 3.18535e-02
4.32992e+02 5.97222e-01 1.07269e+04 9.93162e+03 3.34548e-02
4.33774e+02 5.97222e-01 9.95799e+03 9.23696e+03 3.26446e-02
4.34555e+02 -6.94444e-02 8.80976e+03 8.20674e+03 3.07935e-02
4.35337e+02 7.08333e-01 7.19188e+03 6.69262e+03 3.12488e-02
4.36118e+02 1.52778e-01 6.18510e+03 5.77718e+03 2.96313e-02
4.36899e+02 -1.29167e+00 5.37921e+03 5.01407e+03 3.05204e-02
4.37680e+02 1.52778e-01 4.61199e+03 4.30429e+03 2.99873e-02
4.38461e+02 -2.91667e-01 4.13288e+03 3.86351e+03 2.92677e-02
4.39242e+02 -6.94444e-02 3.81843e+03 3.58785e+03 2.70504e-02
4.40023e+02 4.86111e-01 3.71376e+03 3.47096e+03 2.93689e-02
4.40804e+02 -2.40278e+00 3.83132e+03 3.58918e+03 2.83347e-02
4.41585e+02 3.75000e-01 4.10165e+03 3.86240e+03 2.61038e-02
4.42366e+02 -5.13889e-01 4.29365e+03 4.02240e+03 2.83379e-02
4.43146e+02 1.52778e-01 4.40254e+03 4.14585e+03 2.60911e-02
4.43927e+02 -1.29167e+00 4.51010e+03 4.24207e+03 2.66003e-02
4.44707e+02 -7.36111e-01 4.41243e+03 4.13574e+03 2.81202e-02
4.45488e+02 -7.36111e-01 4.22088e+03 3.96518e+03 2.71346e-02
4.46268e+02 9.30556e-01 3.98399e+03 3.75574e+03 2.56289e-02
4.47048e+02 -6.25000e-01 3.78065e+03 3.56674e+03 2.52915e-02
4.47828e+02 -1.29167e+00 3.59454e+03 3.38440e+03 2.61518e-02
4.48609e+02 3.75000e-01 3.46788e+03 3.28174e+03 2.39624e-02
4.49389e+02 -8.47222e-01 3.35710e+03 3.17885e+03 2.36881e-02
4.50169e+02 -1.40278e+00 3.27176e+03 3.09862e+03 2.36025e-02
4.50948e+02 1.15278e+00 3.19388e+03 3.02974e+03 2.29216e-02
4.51728e+02 4.86111e-01 3.12788e+03 2.96351e+03 2.34462e-02
4.52508e+02 4.16667e-02 3.05799e+03 2.89407e+03 2.39269e-02
4.53288e+02 -2.91667e-01 3.01454e+03 2.85518e+03 2.35854e-02
4.54067e+02 4.16667e-02 2.99054e+03 2.82096e+03 2.53535e-02
4.54847e+02 -2.91667e-01 2.98365e+03 2.83807e+03 2.17231e-02
4.55626e+02 -9.58333e-01 3.00954e+03 2.87140e+03 2.03996e-02
4.56406e+02 -7.36111e-01 3.06321e+03 2.92951e+03 1.93762e-02
4.57185e+02 -4.02778e-01 3.14365e+03 2.98585e+03 2.23640e-02
4.57964e+02 -5.13889e-01 3.21099e+03 3.05162e+03 2.21036e-02
4.58743e+02 -1.06944e+00 3.26599e+03 3.11207e+03 2.09580e-02
4.59522e+02 2.63889e-01 3.27843e+03 3.12151e+03 2.13025e-02
4.60301e+02 4.16667e-02 3.28699e+03 3.13985e+03 1.98896e-02
4.61080e+02 -4.02778e-01 3.24288e+03 3.10929e+03 1.82664e-02
4.61859e+02 -1.29167e+00 3.17043e+03 3.02485e+03 2.04063e-02
4.62638e+02 -1.62500e+00 3.08765e+03 2.95207e+03 1.94914e-02
4.63417e+02 -1.51389e+00 3.02388e+03 2.88718e+03 2.00796e-02
4.64195e+02 3.75000e-01 2.96765e+03 2.83229e+03 2.02777e-02
4.64974e+02 -1.80556e-01 2.91465e+03 2.79196e+03 1.86767e-02
4.65752e+02 1.52778e-01 2.85921e+03 2.74807e+03 1.72190e-02
4.66531e+02 -7.36111e-01 2.80976e+03 2.69929e+03 1.74154e-02
