Wavelength Dark Reference Sample Absorbance
3.96178e+02 3.47222e-01 2.10645e+04 2.01549e+04 1.91707e-02
3.96963e+02 -9.86111e-01 2.21471e+04 2.12369e+04 1.82240e-02
3.97748e+02 -1.09722e+00 2.33401e+04 2.25135e+04 1.56589e-02
3.98533e+02 3.47222e-01 2.42243e+04 2.34045e+04 1.49524e-02
3.99318e+02 -2.08333e-01 2.36932e+04 2.29386e+04 1.40566e-02
4.00102e+02 -1.09722e+00 2.25181e+04 2.18651e+04 1.27805e-02
4.00887e+02 -3.19444e-01 2.18487e+04 2.12768e+04 1.15175e-02
4.01671e+02 -9.72222e-02 2.14850e+04 2.09656e+04 1.06275e-02
4.02456e+02 -1.09722e+00 2.09545e+04 2.04696e+04 1.01680e-02
4.03240e+02 -6.52778e-01 2.07588e+04 2.03755e+04 8.09296e-03
4.04025e+02 -6.52778e-01 2.07517e+04 2.03393e+04 8.71689e-03
4.04809e+02 1.38889e-02 2.07688e+04 2.03953e+04 7.88103e-03
4.05593e+02 -3.19444e-01 2.05903e+04 2.02219e+04 7.84005e-03
4.06377e+02 -2.08333e-01 1.96209e+04 1.92994e+04 7.17474e-03
4.07161e+02 -1.20833e+00 1.85062e+04 1.82319e+04 6.48403e-03
4.07945e+02 1.38889e-02 1.82342e+04 1.80287e+04 4.92197e-03
4.08729e+02 -7.63889e-01 1.85138e+04 1.82523e+04 6.17739e-03
4.09513e+02 -1.43056e+00 1.83935e+04 1.81901e+04 4.83096e-03
4.10296e+02 -2.09722e+00 1.80298e+04 1.78362e+04 4.68797e-03
4.11080e+02 -5.41667e-01 1.76651e+04 1.74436e+04 5.47947e-03
4.11863e+02 -1.20833e+00 1.78082e+04 1.76562e+04 3.72355e-03
4.12647e+02 -5.41667e-01 1.84720e+04 1.83224e+04 3.53139e-03
4.13430e+02 2.36111e-01 1.92192e+04 1.90222e+04 4.47557e-03
4.14214e+02 -9.86111e-01 1.95488e+04 1.93373e+04 4.72373e-03
4.14997e+02 6.80556e-01 1.96495e+04 1.94681e+04 4.02999e-03
4.15780e+02 2.36111e-01 1.99485e+04 1.97691e+04 3.92528e-03
4.16563e+02 1.25000e-01 2.02889e+04 2.00795e+04 4.50510e-03
4.17346e+02 -1.65278e+00 2.04268e+04 2.02663e+04 3.42530e-03
4.18129e+02 1.38889e-02 2.06487e+04 2.04628e+04 3.92596e-03
4.18912e+02 9.02778e-01 2.10573e+04 2.09197e+04 2.84729e-03
4.19695e+02 -2.08333e-01 2.18424e+04 2.17078e+04 2.68446e-03
4.20478e+02 -9.86111e-01 2.29388e+04 2.27901e+04 2.82451e-03
4.21261e+02 -3.19444e-01 2.43043e+04 2.41513e+04 2.74332e-03
4.22043e+02 -3.19444e-01 2.50720e+04 2.49075e+04 2.85856e-03
4.22826e+02 4.58333e-01 2.40468e+04 2.38739e+04 3.13252e-03
4.23608e+02 4.58333e-01 2.30192e+04 2.28569e+04 3.07227e-03
4.24391e+02 -8.75000e-01 2.25274e+04 2.23496e+04 3.44155e-03
4.25173e+02 -4.30556e-01 2.21383e+04 2.19867e+04 2.98410e-03
4.25955e+02 -7.63889e-01 2.13734e+04 2.12286e+04 2.95255e-03
4.26737e+02 -1.31944e+00 2.05933e+04 2.04284e+04 3.49201e-03
4.27520e+02 -2.08333e-01 2.07071e+04 2.05916e+04 2.42887e-03
4.28302e+02 -9.72222e-02 2.08998e+04 2.07821e+04 2.45287e-03
4.29084e+02 -4.30556e-01 2.12857e+04 2.11591e+04 2.59064e-03
4.29865e+02 6.80556e-01 2.19452e+04 2.17594e+04 3.69313e-03
4.30647e+02 1.25000e-01 2.10324e+04 2.08684e+04 3.40056e-03
4.31429e+02 -1.09722e+00 1.82060e+04 1.80564e+04 3.58309e-03
4.32211e+02 -1.20833e+00 1.52914e+04 1.51613e+04 3.71202e-03
4.32992e+02 -5.41667e-01 1.37673e+04 1.36427e+04 3.94820e-03
4.33774e+02 -1.87500e+00 1.28268e+04 1.27336e+04 3.16505e-03
4.34555e+02 -8.75000e-01 1.14325e+04 1.13573e+04 2.86832e-03
4.35337e+02 3.47222e-01 9.31088e+03 9.24772e+03 2.95583e-03
4.36118e+02 2.36111e-01 8.04076e+03 7.96639e+03 4.03593e-03
4.36899e+02 -5.41667e-01 6.96110e+03 6.91306e+03 3.00742e-03
4.37680e+02 1.38889e-02 5.97376e+03 5.94228e+03 2.29511e-03
4.38461e+02 2.36111e-01 5.31565e+03 5.28394e+03 2.59848e-03
4.39242e+02 -8.75000e-01 4.93532e+03 4.91472e+03 1.81597e-03
4.40023e+02 1.38889e-02 4.75210e+03 4.71861e+03 3.07114e-03
