Wavelength Dark Reference Sample Absorbance
3.57628e+02 1.72267e+03 9.12911e+03 6.15386e+03 8.25149e-02
3.58416e+02 1.72456e+03 9.18833e+03 6.23542e+03 8.06847e-02
3.59205e+02 1.72533e+03 9.22078e+03 6.26664e+03 7.59274e-02
3.59993e+02 1.72478e+03 9.15444e+03 6.20297e+03 7.51729e-02
3.60781e+02 1.72422e+03 8.99833e+03 6.08008e+03 7.87677e-02
3.61569e+02 1.72433e+03 8.83556e+03 5.98119e+03 7.73905e-02
3.62357e+02 1.72322e+03 8.79489e+03 5.92142e+03 8.07773e-02
3.63145e+02 1.72222e+03 8.82989e+03 5.99564e+03 7.51582e-02
3.63933e+02 1.72467e+03 8.96789e+03 6.15031e+03 6.97037e-02
3.64721e+02 1.72256e+03 9.13367e+03 6.32542e+03 6.74858e-02
3.65509e+02 1.72333e+03 9.30444e+03 6.50575e+03 6.64257e-02
3.66297e+02 1.72300e+03 9.41122e+03 6.62875e+03 6.49492e-02
3.67085e+02 1.72056e+03 9.44778e+03 6.68075e+03 6.53381e-02
3.67872e+02 1.72133e+03 9.37822e+03 6.64708e+03 6.15629e-02
3.68660e+02 1.72333e+03 9.16544e+03 6.48264e+03 6.00582e-02
3.69447e+02 1.72367e+03 8.98600e+03 6.32008e+03 6.10904e-02
3.70235e+02 1.72267e+03 8.77444e+03 6.14642e+03 5.97183e-02
3.71022e+02 1.72422e+03 8.65811e+03 6.10031e+03 5.47227e-02
3.71809e+02 1.72167e+03 8.68000e+03 6.12497e+03 5.69670e-02
3.72596e+02 1.72467e+03 8.76889e+03 6.21697e+03 5.29067e-02
3.73383e+02 1.72200e+03 8.87922e+03 6.35275e+03 5.05177e-02
3.74170e+02 1.72522e+03 9.02300e+03 6.48164e+03 4.99550e-02
3.74957e+02 1.72344e+03 9.12256e+03 6.58253e+03 4.72034e-02
3.75744e+02 1.71900e+03 9.09200e+03 6.50953e+03 5.43701e-02
3.76531e+02 1.71911e+03 8.89667e+03 6.36319e+03 5.35678e-02
3.77318e+02 1.72767e+03 8.89611e+03 6.30964e+03 5.84449e-02
3.78105e+02 1.72478e+03 9.12233e+03 6.51319e+03 5.54528e-02
3.78891e+02 1.72222e+03 9.60600e+03 6.87008e+03 6.23343e-02
3.79678e+02 1.72100e+03 1.00654e+04 7.25275e+03 6.03005e-02
3.80464e+02 1.72044e+03 1.02068e+04 7.29808e+03 6.73059e-02
3.81251e+02 1.72289e+03 1.03351e+04 7.35197e+03 7.11637e-02
3.82037e+02 1.72389e+03 1.03528e+04 7.30064e+03 7.30564e-02
3.82823e+02 1.72433e+03 1.04524e+04 7.33031e+03 7.52043e-02
3.83609e+02 1.72456e+03 1.03777e+04 7.18608e+03 8.60238e-02
3.84395e+02 1.72456e+03 1.02514e+04 7.03431e+03 8.37582e-02
3.85181e+02 1.72411e+03 1.00762e+04 6.85786e+03 8.68464e-02
3.85967e+02 1.72278e+03 9.91578e+03 6.68864e+03 8.72617e-02
3.86753e+02 1.72178e+03 9.87122e+03 6.60264e+03 8.91814e-02
3.87539e+02 1.72644e+03 9.91878e+03 6.62408e+03 9.55084e-02
3.88325e+02 1.72556e+03 9.97600e+03 6.67219e+03 9.28440e-02
3.89110e+02 1.72311e+03 9.93889e+03 6.62442e+03 9.47742e-02
3.89896e+02 1.72222e+03 9.68222e+03 6.45008e+03 9.15103e-02
3.90682e+02 1.72500e+03 9.72611e+03 6.51386e+03 8.97508e-02
3.91467e+02 1.72411e+03 9.92433e+03 6.71775e+03 8.31641e-02
3.92252e+02 1.72211e+03 1.02194e+04 7.00153e+03 8.51924e-02
3.93038e+02 1.72389e+03 1.05587e+04 7.31575e+03 8.33606e-02
3.93823e+02 1.72422e+03 1.04929e+04 7.35697e+03 7.40008e-02
3.94608e+02 1.72367e+03 1.04012e+04 7.36808e+03 7.29756e-02
3.95393e+02 1.72267e+03 1.06831e+04 7.68808e+03 6.61139e-02
3.96178e+02 1.72056e+03 1.09440e+04 7.99175e+03 6.16874e-02
3.96963e+02 1.72167e+03 1.14044e+04 8.51808e+03 5.70200e-02
3.97748e+02 1.72256e+03 1.20143e+04 9.14653e+03 4.88247e-02
3.98533e+02 1.72700e+03 1.24421e+04 9.61842e+03 4.47347e-02
3.99318e+02 1.72389e+03 1.22554e+04 9.55764e+03 4.13150e-02
4.00102e+02 1.72533e+03 1.16848e+04 9.10064e+03 3.81407e-02
4.00887e+02 1.72389e+03 1.13536e+04 8.88019e+03 3.46809e-02
4.01671e+02 1.72244e+03 1.12242e+04 8.81942e+03 2.99550e-02
4.02456e+02 1.72444e+03 1.09854e+04 8.67686e+03 2.74951e-02
4.03240e+02 1.72256e+03 1.08924e+04 8.64364e+03 2.51391e-02
4.04025e+02 1.72333e+03 1.08644e+04 8.68108e+03 2.31265e-02
4.04809e+02 1.72322e+03 1.08860e+04 8.73219e+03 2.16185e-02
4.05593e+02 1.72133e+03 1.07971e+04 8.75386e+03 1.95925e-02
4.06377e+02 1.72244e+03 1.03944e+04 8.36842e+03 1.53582e-02
4.07161e+02 1.72167e+03 9.82922e+03 7.86542e+03 1.46502e-02
4.07945e+02 1.72189e+03 9.69556e+03 7.76853e+03 8.66640e-03
4.08729e+02 1.72089e+03 9.83811e+03 7.93097e+03 7.98317e-03
4.09513e+02 1.72333e+03 9.81422e+03 7.97153e+03 7.32330e-03
4.10296e+02 1.72411e+03 9.63944e+03 7.82642e+03 6.76113e-03
4.11080e+02 1.71933e+03 9.44333e+03 7.63886e+03 4.98403e-03
4.11863e+02 1.72311e+03 9.48133e+03 7.71608e+03 4.80921e-03
4.12647e+02 1.72133e+03 9.75022e+03 8.02864e+03 3.52003e-03
4.13430e+02 1.72433e+03 1.01376e+04 8.39619e+03 2.87587e-03
4.14214e+02 1.72411e+03 1.02802e+04 8.58042e+03 -2.67239e-03
4.14997e+02 1.71989e+03 1.03100e+04 8.65053e+03 -7.37751e-04
4.15780e+02 1.72289e+03 1.04639e+04 8.79808e+03 -4.38341e-03
4.16563e+02 1.72333e+03 1.06017e+04 8.99086e+03 -5.25745e-03
4.17346e+02 1.72300e+03 1.07048e+04 9.10208e+03 -5.15450e-03
4.18129e+02 1.72589e+03 1.07868e+04 9.22597e+03 -8.82438e-03
4.18912e+02 1.72333e+03 1.09557e+04 9.45531e+03 -9.36746e-03
4.19695e+02 1.72567e+03 1.13158e+04 9.79464e+03 -9.00971e-03
4.20478e+02 1.72233e+03 1.18204e+04 1.03372e+04 -1.28670e-02
4.21261e+02 1.72322e+03 1.24698e+04 1.10476e+04 -1.24903e-02
4.22043e+02 1.72600e+03 1.28891e+04 1.15141e+04 -1.46434e-02
4.22826e+02 1.72456e+03 1.24127e+04 1.10432e+04 -1.35705e-02
4.23608e+02 1.72400e+03 1.18757e+04 1.05464e+04 -1.47465e-02
4.24391e+02 1.72289e+03 1.16433e+04 1.03030e+04 -1.52993e-02
4.25173e+02 1.72556e+03 1.15352e+04 1.02014e+04 -1.86746e-02
4.25955e+02 1.72256e+03 1.11549e+04 9.85719e+03 -1.66144e-02
4.26737e+02 1.72144e+03 1.08086e+04 9.46986e+03 -1.87737e-02
4.27520e+02 1.72256e+03 1.08529e+04 9.53419e+03 -2.19203e-02
4.28302e+02 1.72589e+03 1.09563e+04 9.70875e+03 -2.15864e-02
4.29084e+02 1.72389e+03 1.11319e+04 9.91297e+03 -2.32115e-02
4.29865e+02 1.72344e+03 1.14950e+04 1.03270e+04 -2.60951e-02
4.30647e+02 1.72367e+03 1.12082e+04 1.00515e+04 -2.28669e-02
4.31429e+02 1.72067e+03 9.92344e+03 8.70331e+03 -2.37628e-02
4.32211e+02 1.72556e+03 8.53700e+03 7.22142e+03 -2.30573e-02
4.32992e+02 1.72167e+03 7.79967e+03 6.43697e+03 -2.25593e-02
4.33774e+02 1.72478e+03 7.38467e+03 5.98031e+03 -2.36244e-02
4.34555e+02 1.72356e+03 6.79911e+03 5.37286e+03 -2.35053e-02
4.35337e+02 1.72889e+03 5.76544e+03 4.28097e+03 -2.17743e-02
4.36118e+02 1.72467e+03 5.14944e+03 3.60542e+03 -2.21676e-02
4.36899e+02 1.72544e+03 4.66300e+03 3.07164e+03 -1.50116e-02
4.37680e+02 1.72156e+03 4.20022e+03 2.59786e+03 -2.04864e-02
4.38461e+02 1.72144e+03 3.90356e+03 2.27375e+03 -1.72684e-02
4.39242e+02 1.72367e+03 3.73433e+03 2.11075e+03 -2.38077e-02
4.40023e+02 1.72078e+03 3.65600e+03 2.02764e+03 -2.53018e-02
4.40804e+02 1.72233e+03 3.71456e+03 2.11486e+03 -2.18450e-02
4.41585e+02 1.72089e+03 3.90156e+03 2.33186e+03 -2.98886e-02
4.42366e+02 1.72367e+03 4.02189e+03 2.46219e+03 -2.58273e-02
4.43146e+02 1.72433e+03 4.08778e+03 2.56186e+03 -2.45666e-02
4.43927e+02 1.72600e+03 4.17333e+03 2.63042e+03 -2.86025e-02
4.44707e+02 1.72544e+03 4.10089e+03 2.55831e+03 -3.16355e-02
4.45488e+02 1.72356e+03 3.98144e+03 2.41319e+03 -3.05094e-02
