x_1E-4M 1E-4M_mean x_2E-4M 2E-4M_mean x_3E-4M 3E-4M_mean x_4E-4M 4E-4M_mean x_5E-4M 5E-4M_mean x_5E-3M 5E-3M_mean
2.88762623e+02 1.92500000e+00 2.88762623e+02 1.12500000e+00 2.88762623e+02 3.54000000e+00 2.88762623e+02 3.06500000e+00 2.88762623e+02 4.17000000e+00 2.88762623e+02 6.80000000e-01
2.89557161e+02 3.28500000e+00 2.89557161e+02 2.76500000e+00 2.89557161e+02 4.34000000e+00 2.89557161e+02 5.14500000e+00 2.89557161e+02 5.13000000e+00 2.89557161e+02 1.87000000e+00
2.90351630e+02 4.96500000e+00 2.90351630e+02 5.68500000e+00 2.90351630e+02 6.82000000e+00 2.90351630e+02 7.30500000e+00 2.90351630e+02 6.53000000e+00 2.90351630e+02 2.75000000e+00
2.91146030e+02 2.80500000e+00 2.91146030e+02 2.72500000e+00 2.91146030e+02 4.22000000e+00 2.91146030e+02 5.02500000e+00 2.91146030e+02 5.41000000e+00 2.91146030e+02 5.10000000e-01
2.91940361e+02 3.64500000e+00 2.91940361e+02 4.56500000e+00 2.91940361e+02 5.54000000e+00 2.91940361e+02 5.98500000e+00 2.91940361e+02 6.13000000e+00 2.91940361e+02 2.19000000e+00
2.92734624e+02 1.92500000e+00 2.92734624e+02 2.52500000e+00 2.92734624e+02 3.58000000e+00 2.92734624e+02 4.42500000e+00 2.92734624e+02 3.49000000e+00 2.92734624e+02 1.36000000e+00
2.93528818e+02 6.00500000e+00 2.93528818e+02 6.80500000e+00 2.93528818e+02 6.98000000e+00 2.93528818e+02 7.62500000e+00 2.93528818e+02 6.89000000e+00 2.93528818e+02 2.95000000e+00
2.94322943e+02 3.48500000e+00 2.94322943e+02 3.48500000e+00 2.94322943e+02 5.78000000e+00 2.94322943e+02 5.98500000e+00 2.94322943e+02 5.01000000e+00 2.94322943e+02 1.67000000e+00
2.95117000e+02 3.44500000e+00 2.95117000e+02 4.48500000e+00 2.95117000e+02 5.46000000e+00 2.95117000e+02 5.26500000e+00 2.95117000e+02 5.01000000e+00 2.95117000e+02 1.31000000e+00
2.95910987e+02 2.68500000e+00 2.95910987e+02 2.04500000e+00 2.95910987e+02 3.90000000e+00 2.95910987e+02 5.74500000e+00 2.95910987e+02 4.61000000e+00 2.95910987e+02 1.20000000e+00
2.96704906e+02 2.28500000e+00 2.96704906e+02 3.80500000e+00 2.96704906e+02 5.10000000e+00 2.96704906e+02 6.58500000e+00 2.96704906e+02 5.89000000e+00 2.96704906e+02 1.72000000e+00
